FID,Track_id,Log_Number,,distance traveled,2012 data,2015 data,Species,Azimuth,DR__Max_,DR__Min_,Basal_Diam,Basal_Dist,Top_Diamte,Total_Leng,Decay_Fact,Buried,Type,Comments_L,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Week,GPS_Second,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,Northing,Easting,Point_ID
266, ,1849,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,5.400000095,2.799999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,02:15:53pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,249369,159.982,0.7,0.5,1.162249,405819.2,970955.041,270
408, ,1843,,,,,PSME,1,0,0,0,0,0.699999988,2.400000095,Low,Yes,Racked,aldwell stump partial,3.299999952,1.5,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,02:33:09pm,New,Snag_Loc,XH091609A.cor,20,20,Elwha Snags14,1862,336805,80.885,0.7,0.5,0.878768,416470.485,976740.755,705
478, ,1837,,,,, ,208,0,0,0,0,0,0,Medium,No,Racked, ,3.900000095,1.799999952,Postprocessed Carrier Float,Geo 7X (H-Star),9/23/2015,03:38:07pm,New,Snag_Loc,7X092314A.cor,11,11, ,1863,340703,55.475,0.7,0.6,1.708449,421443.58,976240.481,100
366, ,1804,,,,, ,1,0,0,0,0,0,0,Low,Yes,Key,upright moved,2.900000095,1.5,Postprocessed Code,GeoXH 6000,9/24/2015,01:56:30pm,New,Snag_Loc,XH092411A.cor,14,14,Elwha Snags14,1863,421006,134.553,2.1,1.1,0.576359,408458.476,972405.677,606
427, ,1783,,,,,POTR,218,1.399999976,1.399999976,0.300000012,1.5,0.600000024,16.10000038,Medium,Yes,Loose,burned,3,1.5,Postprocessed Carrier Float,GeoXH 6000,8/31/2015,02:01:56pm,New,Snag_Loc,XH083114A.cor,33,33,Elwha Snags14,1860,162132,9.679,0.7,0.4,0.438208,430560.219,973977.343,749
429, ,1782,,,,,POTR,218,2,1.799999952,0.709999979,1.700000048,0.200000003,21.39999962,Medium,No,Loose, ,4.400000095,2.5,Postprocessed Carrier Float,GeoXH 6000,8/31/2015,02:22:56pm,New,Snag_Loc,XH083114A.cor,31,31,Elwha Snags14,1860,163392,11.525,0.7,0.4,0.268646,430468.48,973942.093,751
409, ,1775,,,,,PSME,260,0,0,1.700000048,0,1.399999976,15.10000038,Low,No,Key, ,6.099999905,3.299999952,Postprocessed Code,GeoXH 6000,9/16/2015,02:43:49pm,New,Snag_Loc,XH091609A.cor,22,22,Elwha Snags14,1862,337445,76.849,1.2,0.7,0.607255,416696.377,976778.497,706
456, ,1763,,,,,POTR,220,2.799999952,2.700000048,1.070000052,3,0.899999976,14.69999981,Low,No,Key, ,5.900000095,3,Postprocessed Code,GeoXH 6000,9/14/2015,01:49:41pm,New,Snag_Loc,XH091409B.cor,24,24,Elwha Snags14,1862,161397,39.678,1.6,1,1.864462,424226.39,975160.94,793
348, ,1723,,,,, ,50,0,0,0,0,0,0,Medium,No,Racked, ,4.300000191,2.900000095,Postprocessed Code,GeoXH 6000,9/29/2015,12:57:13pm,New,Snag_Loc,XH092911A.cor,10,10,Elwha Snags14,1864,244649,36.202,5.1,2.2,2.681962,425170.664,974905.095,458
372, ,1683,,,,, ,195,0,0,0,0,0,20,Low,No,Key,28 on long fork,6.400000095,3.700000048,Postprocessed Code,GeoXH 6000,9/24/2015,04:05:43pm,New,Snag_Loc,XH092411A.cor,27,27,Elwha Snags14,1863,428759,45.705,1.1,0.9,0.869618,421166.541,975851.547,616
369, ,1678,,,,, ,190,0,0,0,0,0,0,Low,Yes,Loose, ,2.900000095,1.600000024,Postprocessed Carrier Float,GeoXH 6000,9/24/2015,03:32:37pm,New,Snag_Loc,XH092411A.cor,13,13,Elwha Snags14,1863,426773,54.494,0.7,0.5,0.640732,420752.162,975930.031,613
370, ,1676,,,,, ,190,0,0,0,0,0,0,Low,No,Loose, ,2.5,1.5,Postprocessed Carrier Float,GeoXH 6000,9/24/2015,03:35:07pm,New,Snag_Loc,XH092411A.cor,9,9,Elwha Snags14,1863,426923,53.822,0.7,0.5,1.07446,420744.532,975936.836,614
371, ,1675,,,,, ,170,0,0,0,0,0,0,Low,Yes,Loose, ,2.299999952,1.200000048,Postprocessed Code,GeoXH 6000,9/24/2015,03:37:43pm,New,Snag_Loc,XH092411A.cor,10,10,Elwha Snags14,1863,427079,52.941,0.7,0.5,1.102841,420806.272,975926.469,615
439, ,1670,,,,,UNKNOWN,1,0,0,0.660000026,0,0.400000006,5.300000191,Low,No,Racked, ,4.099999905,1.899999976,Postprocessed Code,GeoXH 6000,9/14/2015,10:54:42am,New,Snag_Loc,XH091409B.cor,18,18,Elwha Snags14,1862,150898,20.78,2.1,1,0.935099,428009.636,974206.887,769
398, ,1660,,,,,PSME,275,0,0,0.629999995,0,0.600000024,5.400000095,Low,No,Racked, ,5.400000095,2.700000048,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,10:57:24am,New,Snag_Loc,XH091609A.cor,19,19,Elwha Snags14,1862,323860,60.36,2.9,1.3,2.350166,419447.081,976062.859,686
397, ,1657,,,,,PSME,200,1.700000048,1.5,0.419999987,2,0.200000003,15.10000038,Low,Yes,Racked,double trunk,2.700000048,1.700000048,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,10:33:08am,New,Snag_Loc,XH091609A.cor,26,26,Elwha Snags14,1862,322404,60.57,0.7,0.5,0.302321,419688.308,975898.095,684
421, ,1603,,,,,POTR,175,2,1.5,0.639999986,1.700000048,0.5,8.300000191,Medium,No,Racked, ,5.099999905,2,Postprocessed Code,GeoXH 6000,9/8/2015,02:09:10pm,New,Snag_Loc,XH090810A.cor,29,29,Elwha Snags14,1861,248966,41.506,2.1,1.2,6.317472,427282.801,974875.226,739
424, ,1591,,,,,POTR,100,1.5,1,0.800000012,2,0.300000012,34.59999847,Medium,No,Loose, ,5.699999809,3.200000048,Postprocessed Carrier Float,GeoXH 6000,9/8/2015,02:27:03pm,New,Snag_Loc,XH090810A.cor,25,25,Elwha Snags14,1861,250039,19.426,3,1.8,9.323126,427550.444,974626.456,746
447, ,1590,,,,,POTR,270,1,0.5,0.49000001,1.5,0.300000012,23.89999962,Low,No,Loose, ,2.900000095,1.5,Postprocessed Carrier Float,GeoXH 6000,9/14/2015,11:30:51am,New,Snag_Loc,XH091409B.cor,24,24,Elwha Snags14,1862,153067,13.742,1.2,0.7,0.3499,428362.068,973721.805,779
450, ,1589,,,,,POTR,260,2,1,0.569999993,2,0.300000012,29.5,Low,Yes,Racked, ,7.199999809,3.700000048,Postprocessed Code,GeoXH 6000,9/14/2015,11:44:02am,New,Snag_Loc,XH091409B.cor,26,26,Elwha Snags14,1862,153858,48.88,8.3,7.3,3.956876,427940.911,973965.537,782
426, ,1584,,,,,POTR,50,0,0,0,0,0.699999988,0,Medium,No,Key,buried in logjam,5.300000191,2.299999952,Postprocessed Code,GeoXH 6000,9/8/2015,02:38:29pm,New,Snag_Loc,XH090810A.cor,14,14,Elwha Snags14,1861,250725,14.439,3.1,1.4,0.464235,427805.595,974129.137,748
440, ,1574,,,,,UNKNOWN,330,0,0,0.360000014,0,0.400000006,5.599999905,Medium,Yes,Racked, ,4.099999905,2,Postprocessed Code,GeoXH 6000,9/14/2015,10:56:44am,New,Snag_Loc,XH091409B.cor,11,11,Elwha Snags14,1862,151020,51.448,2.9,2,3.84134,428026.772,974193.736,770
442, ,1572,,,,,UNKNOWN,1,1,0.5,0.379999995,1.5,0.300000012,7.199999809,Medium,No,Racked, ,5.699999809,1.899999976,Postprocessed Code,GeoXH 6000,9/14/2015,11:03:06am,New,Snag_Loc,XH091409B.cor,13,13,Elwha Snags14,1862,151402,22.791,6.7,2.8,0.979713,428025.017,974227.522,772
435, ,1551,,,,,POTR,40,2.799999952,1.899999976,0.920000017,2.5,0.600000024,33,Low,No,Key, ,6.900000095,2.5,Postprocessed Code,GeoXH 6000,9/14/2015,10:23:43am,New,Snag_Loc,XH091409B.cor,25,25,Elwha Snags14,1862,149039,38.977,10,2.6,0,427625.899,974926.738,764
433, ,1550,,,,,UNKNOWN,1,0,0,0.790000021,0,0.699999988,9.600000381,Medium,No,Loose, ,6.900000095,2.099999905,Postprocessed Code,GeoXH 6000,9/14/2015,10:17:03am,New,Snag_Loc,XH091409B.cor,17,17,Elwha Snags14,1862,148639,50.347,10.8,5.4,2.468616,427838.636,974962.405,762
434, ,1549,,,,,POTR,240,0,0,0.460000008,0,0.400000006,9.899999619,Low,No,Loose,broken top,5,1.799999952,Postprocessed Code,GeoXH 6000,9/14/2015,10:20:59am,New,Snag_Loc,XH091409B.cor,12,12,Elwha Snags14,1862,148875,43.426,1,0.8,0,427725.393,974932.23,763
431, ,1546,,,,,UNKNOWN,260,0,0,0.790000021,0,0.699999988,10.80000019,Low,Yes,Racked, ,2.900000095,1.899999976,Postprocessed Code,GeoXH 6000,9/14/2015,10:03:25am,New,Snag_Loc,XH091409B.cor,4,4,Elwha Snags14,1862,147821,42.057,12,8.9,13.89637,428147.122,975097.873,759
353, ,1543,,,,,ACMA,340,1.799999952,1.200000048,0.430000007,2.700000048,0.300000012,14.80000019, ,Yes,Loose,"use only first set of points, near snag 1/2, walked away",8.5,2.299999952,Postprocessed Code,GeoXH 6000,9/22/2015,10:06:14am,New,Snag_Loc,XH092209A.cor,79,79,Elwha Snags14,1863,234390,14.421,1.6,2.4,3.700072,428645.251,975002.003,531
430, ,1540,,,,,POTR,300,5.400000095,2,0.75,2.5,0.5,10.30000019,Medium,Yes,Key, ,7.5,5.900000095,Postprocessed Carrier Float,GeoXH 6000,9/14/2015,09:51:16am,New,Snag_Loc,XH091409B.cor,38,38,Elwha Snags14,1862,147092,11.269,3.5,2,2.31853,428799.591,974466.897,758
428, ,1534,,,,,POTR,252,2.900000095,2.200000048,0.980000019,1.700000048,0.300000012,18.70000076,Medium,No,Loose, ,5.599999905,1.700000048,Postprocessed Carrier Float,GeoXH 6000,8/31/2015,02:06:04pm,New,Snag_Loc,XH083114A.cor,30,30,Elwha Snags14,1860,162380,7.814,0.8,0.4,0.845279,430646.442,973979.439,750
423, ,1373,,,,,UNKNOWN,275,3,3,1.25,3,0.899999976,14,Medium,No,Racked, ,5.900000095,2.900000095,Postprocessed Code,GeoXH 6000,9/8/2015,02:23:34pm,New,Snag_Loc,XH090810A.cor,30,30,Elwha Snags14,1861,249830,22.276,1.3,1,5.688879,427565.096,974698.6,745
438, ,1342,,,,,UNKNOWN,110,3,1.5,0.709999979,2.5,0.600000024,18.10000038,High,No,Key, ,3.200000048,2.200000048,Postprocessed Code,GeoXH 6000,9/14/2015,10:50:36am,New,Snag_Loc,XH091409B.cor,23,23,Elwha Snags14,1862,150652,21.226,2.5,1.4,27.396825,428016.786,974218.245,768
425, ,1338,,,,,PSME,100,1.5,1.200000048,0.449999988,2,0.300000012,19.29999924,Low,No,Loose, ,3.5,1.899999976,Postprocessed Code,GeoXH 6000,9/8/2015,02:32:06pm,New,Snag_Loc,XH090810A.cor,17,17,Elwha Snags14,1861,250342,21.68,3.4,1.8,7.035221,427621.641,974431.739,747
451, ,1319,,,,,UNKNOWN,340,2.5,2.099999905,0.449999988,2.5,0.400000006,16.60000038,Low,Yes,Key, ,2.799999952,2.099999905,Postprocessed Code,GeoXH 6000,9/14/2015,11:46:45am,New,Snag_Loc,XH091409B.cor,22,22,Elwha Snags14,1862,154021,19.196,2.4,2.1,1.016441,427936.879,973968.388,783
448, ,1316,,,,,ABGR,40,2.5,1.5,0.689999998,2.5,0.600000024,11.30000019,Low,No,Racked, ,22.29999924,12.89999962,Postprocessed Code,GeoXH 6000,9/14/2015,11:36:14am,New,Snag_Loc,XH091409B.cor,24,24,Elwha Snags14,1862,153390,31.506,4.9,2.7,10.021468,428183.2,973878.724,780
352, ,1307,,,,, ,1,0,0,0,0,0,0, , , ,use location for snag 1 attributes,4.300000191,2.200000048,Postprocessed Code,GeoXH 6000,9/22/2015,10:04:52am,New,Snag_Loc,XH092209A.cor,23,23,Elwha Snags14,1863,234308,24.479,4.4,2.8,1.246589,428653.868,974977.784,530
307, ,1128,,,,, ,90,0,0,0,0,0,0,Low,Yes, ,"on  beach, strait side of ediz hook",6.199999809,4.199999809,Postprocessed Carrier Float,GeoXH 6000,10/14/2015,04:57:54pm,New,Snag_Loc,XH101416A.cor,17,17,Elwha Snags14,1866,345490,10.036,0.6,0.4,9.029606,427321.435,1005756.505,330
401, ,1110,,,,, ,270,0,0,0.899999976,0,0.600000024,7.5,High,Yes,Loose, ,5.5,1.799999952,Postprocessed Code,GeoXH 6000,9/16/2015,12:51:31pm,New,Snag_Loc,XH091609A.cor,27,27,Elwha Snags14,1862,330707,59.451,3.8,1.8,3.045695,419588.518,976515.613,691
452, ,1105,,,,,UNKNOWN,230,1.5,1.299999952,0.600000024,1.700000048,0.400000006,7,Low,Yes,Racked, ,9.199999809,5.599999905,Postprocessed Code,GeoXH 6000,9/14/2015,11:49:44am,New,Snag_Loc,XH091409B.cor,17,17,Elwha Snags14,1862,154200,22.363,1.3,0.9,3.281115,427931.423,973973.97,784
453, ,1093,,,,,UNKNOWN,320,3.599999905,2.200000048,0.810000002,3,0.600000024,14.39999962,Medium,Yes,Key, ,4.199999809,2.700000048,Postprocessed Code,GeoXH 6000,9/14/2015,11:52:23am,New,Snag_Loc,XH091409B.cor,34,34,Elwha Snags14,1862,154359,62.872,1.7,1.2,5.238375,427970.639,974099.62,785
437, ,1085,,,,,UNKNOWN,320,2,1.5,0.699999988,2,0.400000006,25.20000076,Medium,Yes,Key, ,4.800000191,2.200000048,Postprocessed Code,GeoXH 6000,9/14/2015,10:45:54am,New,Snag_Loc,XH091409B.cor,33,33,Elwha Snags14,1862,150370,17.586,2.7,0.9,2.389195,427955.489,974161.962,767
443, ,1084,,,,,POTR,300,2,1.899999976,0.730000019,2.5,0.600000024,7.300000191,Medium,Yes,Key, ,6.099999905,2.799999952,Postprocessed Code,GeoXH 6000,9/14/2015,11:04:34am,New,Snag_Loc,XH091409B.cor,23,23,Elwha Snags14,1862,151490,30.242,4,2.1,2.32482,428027.18,974235.423,773
436, ,1077,,,,,UNKNOWN,198,0,0,0.680000007,0,0.5,8,Medium,No,Racked, ,7.400000095,2,Postprocessed Code,GeoXH 6000,9/14/2015,10:43:40am,New,Snag_Loc,XH091409B.cor,22,22,Elwha Snags14,1862,150236,20.737,2.2,0.5,1.458457,427940.546,974165.111,766
354, ,1068,,,,, ,280,0,0,0.349999994,0,0.200000003,6.5,High,Yes,Racked, ,6.199999809,1.899999976,Postprocessed Code,GeoXH 6000,9/22/2015,10:22:06am,New,Snag_Loc,XH092209A.cor,19,19,Elwha Snags14,1863,235342,21.519,3.5,2.7,11.277017,428182.374,975117.651,532
432, ,1068,,,,,UNKNOWN,274,0,0,0.289999992,0,0.300000012,5.599999905,High,No,Racked, ,18.20000076,11.5,Postprocessed Code,GeoXH 6000,9/14/2015,10:05:54am,New,Snag_Loc,XH091409B.cor,3,3,Elwha Snags14,1862,147970,33.989,12.9,11.9,5.019838,428170.427,975119.663,760
414, ,1030,,,,,POTR,180,3,2.5,0.870000005,3,0.300000012,31,Medium,No,Key, ,4.199999809,1.700000048,Postprocessed Code,GeoXH 6000,9/8/2015,11:17:11am,New,Snag_Loc,XH090810A.cor,25,25,Elwha Snags14,1861,238647,45.443,1.1,0.8,14.166945,423020.691,975017.22,716
420, ,1024,,,,,POTR,120,1,0.699999988,0.569999993,1.200000048,0.300000012,13.69999981,High,Yes,Loose, ,4.699999809,3.5,Postprocessed Code,GeoXH 6000,9/8/2015,01:11:29pm,New,Snag_Loc,XH090810A.cor,34,34,Elwha Snags14,1861,245505,51.768,0.8,0.5,14.142463,421982.795,975818.99,733
404, ,542,,,,, ,80,0,0,0.349999994,0,0.200000003,3.5,Low,No,Loose, ,5.900000095,1.5,Postprocessed Code,GeoXH 6000,9/16/2015,01:04:21pm,New,Snag_Loc,XH091609A.cor,15,15,Elwha Snags14,1862,331477,78.924,2.1,0.8,2.019829,419668.397,976344.318,695
402, ,536,,,,, ,170,0,0,0,0,0.400000006,8.100000381,Medium,No,Racked,sticking into logjam,6.900000095,2.5,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,12:58:45pm,New,Snag_Loc,XH091609A.cor,16,16,Elwha Snags14,1862,331141,54.503,1.3,0.7,0.539566,419583.413,976425.77,693
394, ,530,,,,,PSME,1,0,0,0.620000005,0,0.5,9.100000381,Low,No,Racked, ,2.200000048,1.399999976,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,10:13:17am,New,Snag_Loc,XH091609A.cor,16,16,Elwha Snags14,1862,321213,57.804,0.7,0.4,0.577601,419796.411,975818.099,679
405, ,510,,,,, ,110,0,0,0.50999999,0,0.400000006,2.799999952,Low,Yes,Loose, ,5,3.099999905,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,01:06:40pm,New,Snag_Loc,XH091609A.cor,12,12,Elwha Snags14,1862,331616,77.584,4.4,2.3,7.699619,419690.138,976385.821,696
349, ,426,,,,, ,70,0,0,0,0,0,0,Medium,Yes,Racked, ,3.200000048,1.399999976,Postprocessed Code,GeoXH 6000,9/29/2015,12:58:13pm,New,Snag_Loc,XH092911A.cor,10,10,Elwha Snags14,1864,244709,39.764,2,1.4,0.579648,425174.105,974901.872,459
441, ,338,,,,,UNKNOWN,180,0,0,0.529999971,2.5,0.5,7.900000095,High,Yes,Key, ,5.900000095,2,Postprocessed Code,GeoXH 6000,9/14/2015,11:00:00am,New,Snag_Loc,XH091409B.cor,25,25,Elwha Snags14,1862,151216,52.689,4.6,1,5.182548,428022.68,974205.233,771
355, ,314,,,,,PSME,114,0.899999976,1.200000048,0.699999988,0,0.5,6.599999905,Low,No,Loose, ,4.900000095,3.099999905,Postprocessed Carrier Float,GeoXH 6000,9/22/2015,11:15:18am,New,Snag_Loc,XH092209A.cor,18,18,Elwha Snags14,1863,238534,22.909,0.8,0.5,0.788418,427270.439,974638.931,535
403, ,200,,,,, ,70,0,0,0,0,0.300000012,13,Low,No,Racked,sticking into logjam,5.199999809,1.399999976,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,01:00:17pm,New,Snag_Loc,XH091609A.cor,14,14,Elwha Snags14,1862,331233,55.253,1.1,0.5,0.545022,419580.432,976405.446,694
410, ,190,,,,, ,230,0,0,0.540000021,0,0.400000006,9.5,Medium,Yes,Racked, ,5.900000095,3.5,Postprocessed Code,GeoXH 6000,9/16/2015,02:48:12pm,New,Snag_Loc,XH091609A.cor,22,22,Elwha Snags14,1862,337708,83.037,6,2.5,0.908381,416715.601,976787.112,707
407, ,182,,,,,POTR,168,0,0,0.540000021,0,0.600000024,2.099999905,Medium,No,Loose,in trees,6.699999809,4,Postprocessed Code,GeoXH 6000,9/16/2015,02:22:29pm,New,Snag_Loc,XH091609A.cor,18,18,Elwha Snags14,1862,336165,89.383,3,1.9,2.421536,416212.322,976742.229,702
308, ,99,,,,, ,330,0,0,0,0,0,5,Low,No, ,"99 5 21, mike's elj",5,2.799999952,Postprocessed Carrier Float,GeoXH 6000,10/14/2015,05:00:14pm,New,Snag_Loc,XH101416A.cor,23,23,Elwha Snags14,1866,345630,10.414,0.6,0.4,5.537513,427318.116,1005845.77,331
